Run,PL,PF,Vr0,Kw_bar,Ta,Tb,k1_bar,K2,T1,T2,T3,T4,Fitness
2,0.8,0.85,1,0.67053,0.052088,0.0076506,0.93793,0.6999,0.014953,0.090866,0.025697,0.084375,9.00E+08
1,0.8,0.86,1,0.65347,0.001,0.078095,0.1,0.10391,0.001,0.1,0.092609,0.052475,8.00E+08
2,0.8,0.86,1,0.51247,0.077061,0.044559,0.66734,0.84402,0.039283,0.068243,0.0091302,0.085183,8.00E+08
1,0.8,0.87,1,0.47605,0.001,0.001,0.85366,0.35,0.001,0.074054,0.062459,0.1,8.00E+08
2,0.8,0.87,1,0.51055,0.08153,0.01463,0.65737,0.3367,0.01112,0.062354,0.053359,0.077575,8.00E+08
1,0.8,0.88,1,0.28378,0.091554,0.08964,0.20031,0.16634,0.052639,0.073981,0.097764,0.071071,8.00E+08
2,0.8,0.88,1,0.17399,0.063166,0.016625,0.22184,0.13629,0.098361,0.074034,0.1,0.0622,8.00E+08
1,0.8,0.89,1,0.8071,0.099819,0.038263,0.48007,0.76977,0.082075,0.040044,0.021956,0.082905,9.00E+08
2,0.8,0.89,1,0.37689,0.058232,0.035427,0.91959,0.18473,0.0095042,0.091777,0.095378,0.063654,8.00E+08
1,0.8,0.9,1,0.86475,0.026649,0.01129,0.1072,0.3961,0.050868,0.088383,0.032717,0.094925,8.00E+08
2,0.8,0.9,1,0.23497,0.0019766,0.0675,1,0.14852,0.001,0.094576,0.094266,0.05683,8.00E+08
1,0.8,0.91,1,0.61275,0.0635,0.078601,0.1,0.72176,0.1,0.1,0.001,0.065439,9.00E+08
2,0.8,0.91,1,0.74063,0.036008,0.070891,0.24655,0.75094,0.0558,0.080936,0.0094291,0.088045,9.00E+08
1,0.8,0.92,1,0.58339,0.069543,0.0021203,0.15992,0.13261,0.0052647,0.0036246,0.045514,0.013367,8.00E+08
2,0.8,0.92,1,0.82029,0.05661,0.019909,0.30363,0.76199,0.056475,0.017314,0.0028302,0.098376,9.00E+08
1,0.8,0.93,1,0.93751,0.0088938,0.032446,0.75668,0.74725,0.0092249,0.0777,0.01311,0.062193,8.00E+08
2,0.8,0.93,1,0.71338,0.0767,0.0078917,0.98386,0.74812,0.010988,0.08891,0.048275,0.099394,8.00E+08
1,0.8,0.94,1,0.1006,0.051022,0.07871,0.21029,0.10281,0.0065906,0.032962,0.090131,0.062958,8.00E+08
2,0.8,0.94,1,0.20699,0.057928,0.1,0.47057,0.23795,0.001,0.033633,0.051143,0.061439,8.00E+08
1,0.8,0.95,1,0.31663,0.027262,0.039502,0.30931,0.1965,0.071661,0.062046,0.095712,0.053279,8.00E+08
2,0.8,0.95,1,0.1,0.014437,0.001,0.39375,0.14742,0.039256,0.092069,0.071929,0.056254,8.00E+08
1,0.3,0.75,1,0.64704,0.02016,0.070899,0.98645,0.74087,0.034698,0.09597,0.035648,0.1,9.00E+08
1,0.3,0.76,1,0.9293,0.016625,0.1,0.11263,0.1,0.039968,0.068407,0.0024257,0.083542,6.00E+08
1,0.3,0.77,1,0.34088,0.085147,0.016625,0.11563,0.73469,0.0068151,0.02182,0.0077696,0.083388,9.00E+08
1,0.3,0.78,1,0.5,0.014055,0.061605,0.26042,0.95765,0.017073,0.022452,0.044906,0.084426,8.00E+08
1,0.3,0.79,1,0.95331,0.083202,0.1,0.58664,0.1,0.001061,0.097817,0.053395,0.1,6.00E+08
1,0.3,0.8,1,0.10488,0.013783,0.031273,0.57466,0.96059,0.021467,0.077549,0.028149,0.066803,8.00E+08
1,0.3,0.81,1,0.22585,0.096613,0.0085778,0.4802,0.91227,0.0081125,0.095709,0.029061,0.086039,9.00E+08
1,0.3,0.82,1,0.29326,0.017916,0.083891,0.57799,0.79869,0.01445,0.061997,0.034651,0.092047,9.00E+08
1,0.3,0.83,1,0.20114,0.078641,0.036282,0.19172,0.91632,0.028459,0.041844,0.0080272,0.069591,9.00E+08
1,0.3,0.84,1,0.81738,0.1,0.1,0.45406,0.61454,0.001,0.067051,0.0017338,0.082814,7.00E+08
1,0.3,0.85,1,0.64031,0.091316,0.0034142,0.53101,0.96351,0.063559,0.011878,0.025411,0.068518,8.00E+08
1,0.3,0.86,1,0.59119,0.048201,0.086285,0.26377,0.90401,0.082253,0.0048404,0.013301,0.071812,9.00E+08
1,0.3,0.87,1,0.1,0.1,0.1,0.35089,0.11583,0.001,0.01134,0.001,0.1,6.00E+08
1,0.3,0.88,1,0.22891,0.088649,0.079791,0.18502,0.9069,0.045714,0.056802,0.025361,0.083604,9.00E+08
1,0.3,0.89,1,0.31148,0.085085,0.098163,0.12997,0.92429,0.045973,0.045812,0.012533,0.057784,8.00E+08
1,0.3,0.9,1,0.35603,0.053373,0.040531,0.1625,0.76472,0.058295,0.059557,0.001,0.078994,9.00E+08
1,0.3,0.91,1,0.97981,0.06859,0.060343,0.73625,0.81793,0.04,0.079405,0.0019302,0.086378,9.00E+08
1,0.3,0.92,1,0.17938,0.081029,0.09726,0.55104,0.64513,0.038391,0.02906,0.0090364,0.095187,7.00E+08
1,0.3,0.93,1,0.30378,0.0845,0.0042059,0.81409,0.95389,0.053977,0.041396,0.06266,0.090753,8.00E+08
1,0.3,0.94,1,0.98109,0.0635,0.017686,0.1625,0.68764,0.1,0.001,0.016625,0.1,7.00E+08
1,0.3,0.95,1,0.69991,0.042597,0.001,0.72102,0.7993,0.001,0.098846,0.001,0.082981,9.00E+08
1,0.31,0.75,1,0.41398,0.044556,0.018954,0.35,0.87442,0.039007,0.092787,0.030656,0.083146,9.00E+08
1,0.31,0.76,1,0.15175,0.034405,0.019094,0.26327,0.18837,0.089026,0.096422,0.093659,0.079288,5.00E+08
1,0.31,0.77,1,0.36437,0.070546,0.085086,0.61807,0.78213,0.045058,0.055692,0.016347,0.085662,9.00E+08
1,0.31,0.78,1,0.38217,0.1,0.001,1,0.76843,0.001,0.1,0.0049063,0.1,9.00E+08
1,0.31,0.79,1,0.74922,0.063492,0.074178,0.47096,0.21023,0.0076658,0.062262,0.03829,0.07588,5.00E+08
1,0.31,0.8,1,0.15455,0.025878,0.013386,0.50432,0.83792,0.048604,0.051715,0.02803,0.097487,9.00E+08
1,0.31,0.81,1,0.34169,0.014834,0.1,0.1,0.91061,0.066574,0.074599,0.007646,0.081095,9.00E+08
1,0.31,0.82,1,0.11289,0.041406,0.045865,0.9638,0.76301,0.067053,0.075976,0.013862,0.1,9.00E+08
1,0.31,0.83,1,0.48148,0.08405,0.1,0.65567,0.7392,0.099062,0.092806,0.0019766,0.084618,9.00E+08
1,0.31,0.84,1,0.36931,0.001,0.1,0.1,0.1,0.001,0.001,0.001,0.1,6.00E+08
1,0.31,0.85,1,0.39292,0.071663,0.081654,0.2781,0.8533,0.0029736,0.073466,0.0067953,0.090349,9.00E+08
1,0.31,0.86,1,0.94964,0.03522,0.033497,0.27861,0.81928,0.056731,0.099659,0.0040179,0.067298,9.00E+08
1,0.31,0.87,1,0.1,0.0074308,0.1,0.10586,0.37389,0.092005,0.082637,0.014654,0.064657,5.00E+08
1,0.31,0.88,1,0.55378,0.081722,0.025821,0.72445,0.65965,0.001,0.062517,0.001,0.1,8.00E+08
1,0.31,0.89,1,0.12385,0.048382,0.082034,0.52197,0.94757,0.070801,0.047895,0.0375,0.1,8.00E+08
1,0.31,0.9,1,0.96015,0.051187,0.089951,0.61387,0.84807,0.009299,0.050109,0.02715,0.091625,9.00E+08
1,0.31,0.91,1,1,0.087201,0.001,0.10308,0.89752,0.001,0.073706,0.0012441,0.1,9.00E+08
1,0.31,0.92,1,0.85566,0.001,0.019558,0.1,0.1,0.011834,0.092575,0.045424,0.080171,6.00E+08
1,0.31,0.93,1,0.1936,0.079125,0.016946,0.2435,0.81349,0.059914,0.082902,0.015976,0.099164,9.00E+08
1,0.31,0.94,1,0.23026,0.033248,0.026032,0.93832,0.95218,0.037542,0.072543,0.0094333,0.062665,8.00E+08
1,0.31,0.95,1,0.24618,0.097421,0.020228,0.66944,0.9461,0.082694,0.074915,0.038066,0.072396,8.00E+08
1,0.32,0.75,1,0.73125,0.1,0.0036465,0.3682,0.92132,0.047164,0.1,0.0064891,0.059298,9.00E+08
1,0.32,0.76,1,0.29373,0.094533,0.001,0.10227,0.91711,0.0068768,0.077632,0.0089076,0.062316,9.00E+08
1,0.32,0.77,1,0.1,0.0035842,0.051631,0.62161,0.92896,0.001,0.017182,0.021691,0.1,8.00E+08
1,0.32,0.78,1,0.56862,0.081062,0.048951,0.76214,0.68079,0.001,0.063107,0.001,0.0915,9.00E+08
1,0.32,0.79,1,0.27544,0.096692,0.037443,0.20509,0.90768,0.054118,0.0635,0.010133,0.07205,9.00E+08
1,0.32,0.8,1,0.33515,0.072772,0.055255,0.36218,0.68372,0.040531,0.09793,0.012656,0.096386,8.00E+08
1,0.32,0.81,1,0.1,0.05716,0.082998,0.83697,0.78875,0.045262,0.038834,0.0050576,0.06553,9.00E+08
1,0.32,0.82,1,0.66898,0.0072939,0.048564,0.35,0.81088,0.022333,0.082139,0.02949,0.077825,8.00E+08
1,0.32,0.83,1,0.27896,0.1,0.081229,0.35818,0.77514,0.0039297,0.0635,0.0086121,0.090533,9.00E+08
1,0.32,0.84,1,0.17665,0.04434,0.08506,0.70969,0.89423,0.056015,0.059073,0.037233,0.093332,9.00E+08
1,0.32,0.85,1,0.16649,0.08489,0.033916,0.94289,0.91071,0.069338,0.077762,0.048835,0.0919,8.00E+08
1,0.32,0.86,1,0.88967,0.07378,0.045238,0.225,0.81299,0.095629,0.055349,0.023158,0.1,9.00E+08
1,0.32,0.87,1,0.75,0.044739,0.041755,0.7477,0.80045,0.026647,0.094397,0.016507,0.086626,9.00E+08
1,0.32,0.88,1,0.47476,0.075224,0.077855,0.29869,0.84933,0.07391,0.041435,0.0083023,0.092932,9.00E+08
1,0.32,0.89,1,0.20332,0.094977,0.092615,0.12204,0.4967,0.090434,0.09978,0.01546,0.099125,6.00E+08
1,0.32,0.9,1,0.66236,0.043804,0.085131,0.75156,0.91585,0.0028248,0.029976,0.020171,0.090759,8.00E+08
1,0.32,0.91,1,0.1,0.05562,0.001,0.57519,0.81927,0.030366,0.089037,0.001,0.074584,9.00E+08
1,0.32,0.92,1,0.68679,0.080469,0.1,0.40083,0.78304,0.001,0.017383,0.001,0.1,9.00E+08
1,0.32,0.93,1,0.10861,0.09251,0.098793,0.60262,0.86852,0.02927,0.080044,0.003017,0.093531,9.00E+08
1,0.32,0.94,1,0.73905,0.035185,0.029056,0.70667,0.87189,0.029561,0.045558,0.017455,0.086129,9.00E+08
1,0.32,0.95,1,0.66661,0.090633,0.08793,0.2834,0.95665,0.017173,0.032735,0.014342,0.086252,8.00E+08
1,0.33,0.75,1,0.365,0.086088,0.001,0.11172,0.90993,0.073415,0.084392,0.016859,0.061166,9.00E+08
1,0.33,0.76,1,0.45288,0.021939,0.020167,0.6108,0.91902,0.091461,0.054672,0.049564,0.099552,9.00E+08
1,0.33,0.77,1,0.14158,0.0023549,0.035965,0.30759,0.74927,0.001,0.064399,0.014368,0.0758,9.00E+08
1,0.33,0.78,1,0.42757,0.044525,0.044217,0.44691,0.88304,0.019343,0.010006,0.018659,0.05665,8.00E+08
1,0.33,0.79,1,0.55038,0.033992,0.089124,0.1517,0.84411,0.098201,0.07434,0.0087288,0.070689,9.00E+08
1,0.33,0.8,1,0.31076,0.087751,0.063404,0.46362,0.76441,0.013014,0.0879,0.01722,0.087581,9.00E+08
1,0.33,0.81,1,0.44167,0.041216,0.089288,0.53837,0.89842,0.017115,0.001,0.001,0.070052,9.00E+08
1,0.33,0.82,1,0.34991,0.076103,0.068752,0.22141,0.8778,0.010132,0.097063,0.035863,0.092842,9.00E+08
1,0.33,0.83,1,0.42352,0.021494,0.0961,0.74944,0.5911,0.023119,0.064359,0.0017355,0.085454,8.00E+08
1,0.33,0.84,1,0.25787,0.052918,0.061216,0.22946,0.76333,0.016376,0.048591,0.023166,0.094123,9.00E+08
1,0.33,0.85,1,0.19039,0.0037822,0.025606,0.12227,0.89954,0.014334,0.069315,0.001,0.084449,9.00E+08
1,0.33,0.86,1,0.78594,0.062492,0.051881,0.17942,0.9078,0.087679,0.033582,0.024131,0.072442,8.00E+08
1,0.33,0.87,1,0.63489,0.033787,0.066528,0.18391,0.76403,0.0044423,0.026959,0.0036749,0.096515,9.00E+08
1,0.33,0.88,1,0.24652,0.098982,0.0057036,0.39477,0.89792,0.048726,0.040274,0.026877,0.07236,8.00E+08
1,0.33,0.89,1,0.12495,0.07469,0.080828,0.99877,0.86715,0.0040037,0.056787,0.017924,0.072016,9.00E+08
1,0.33,0.9,1,0.2197,0.1,0.0046334,0.80207,0.1625,0.001,0.088884,0.018635,0.090377,6.00E+08
1,0.33,0.91,1,0.1,0.017288,0.1,0.78066,0.97824,0.094211,0.1,0.014384,0.038299,7.00E+08
1,0.33,0.92,1,0.36352,0.010374,0.097734,0.45138,0.93156,0.056778,0.034503,0.061835,0.098344,8.00E+08
1,0.33,0.93,1,0.68191,0.049866,0.02396,0.8356,0.65111,0.071184,0.088998,0.03697,0.095288,6.00E+08
1,0.33,0.94,1,0.14599,0.015308,0.060371,0.43483,0.88523,0.023325,0.054211,0.028444,0.077571,8.00E+08
1,0.33,0.95,1,1,0.001,0.1,0.35329,0.1,0.001,0.053788,0.0049063,0.001,6.00E+08
1,0.34,0.75,1,0.51286,0.071472,0.018729,0.32291,0.58006,0.014544,0.031523,0.020377,0.064835,6.00E+08
1,0.34,0.76,1,0.44307,0.094652,0.095829,0.48171,0.87982,0.085071,0.039803,0.048342,0.088727,9.00E+08
1,0.34,0.77,1,0.98604,0.031631,0.027613,0.18111,0.73774,0.030804,0.069052,0.013104,0.1,9.00E+08
1,0.34,0.78,1,0.65667,0.073609,0.066878,0.31275,0.77958,0.039397,0.047017,0.01631,0.067258,9.00E+08
1,0.34,0.79,1,0.22463,0.095524,0.085224,0.46428,0.90326,0.096401,0.064459,0.034819,0.083398,9.00E+08
1,0.34,0.8,1,0.77826,0.030375,0.089498,0.48514,0.79975,0.055996,0.089089,0.025019,0.083793,9.00E+08
1,0.34,0.81,1,0.1006,0.1,0.0049063,1,0.1,0.0034109,0.001,0.0044637,0.001,6.00E+08
1,0.34,0.82,1,0.86846,0.063007,0.071131,0.78516,0.86562,0.1,0.067406,0.036156,0.088281,9.00E+08
1,0.34,0.83,1,0.1,0.082975,0.1,0.12134,0.61895,0.054623,0.1,0.011224,0.1,8.00E+08
1,0.34,0.84,1,0.68681,0.092018,0.086985,0.31513,0.10758,0.011085,0.065468,0.01619,0.09804,6.00E+08
1,0.34,0.85,1,0.1,0.001,0.1,0.37751,0.1,0.047488,0.001,0.013432,0.1,6.00E+08
1,0.34,0.86,1,0.1,0.016565,0.001,1,0.1,0.001,0.1,0.1,0.1,6.00E+08
1,0.34,0.87,1,0.64417,0.036728,0.029629,0.1354,0.83191,0.072887,0.0034545,0.016625,0.074514,9.00E+08
1,0.34,0.88,1,0.71682,0.060661,0.056341,0.9903,0.94378,0.04512,0.038973,0.063078,0.090017,8.00E+08
1,0.34,0.89,1,0.1,0.010498,0.090028,0.89574,0.8434,0.001,0.082879,0.010343,0.069282,9.00E+08
1,0.34,0.9,1,0.41235,0.020795,0.085602,0.16125,0.90215,0.036951,0.03087,0.038048,0.090459,8.00E+08
1,0.34,0.91,1,0.72645,0.044015,0.049261,0.54424,0.85925,0.021218,0.058172,0.017908,0.092879,9.00E+08
1,0.34,0.92,1,0.38059,0.098571,0.096048,0.61522,0.949,0.038518,0.063593,0.063971,0.085188,8.00E+08
1,0.34,0.93,1,0.14576,0.06501,0.071911,0.47264,0.78053,0.033518,0.077262,0.0073386,0.096328,9.00E+08
1,0.34,0.94,1,0.28085,0.06772,0.0060204,0.7239,0.68313,0.0084866,0.090914,0.007308,0.09524,8.00E+08
1,0.34,0.95,1,0.27637,0.066374,0.097502,0.75081,0.81957,0.093855,0.094018,0.0082332,0.09582,9.00E+08
1,0.35,0.75,1,0.46984,0.025682,0.034049,0.39786,0.90001,0.081815,0.0035881,0.031816,0.1,9.00E+08
1,0.35,0.76,1,0.63649,0.0053003,0.02179,0.20415,0.80828,0.034816,0.094999,0.010918,0.095121,9.00E+08
1,0.35,0.77,1,0.14675,0.046874,0.040058,0.1,0.73039,0.029418,0.0098089,0.014636,0.097655,9.00E+08
1,0.35,0.78,1,0.24717,0.072804,0.072896,0.1,0.81855,0.018938,0.013367,0.016625,0.089388,9.00E+08
1,0.35,0.79,1,0.81717,0.070564,0.061482,0.38585,0.70384,0.018245,0.040786,0.051662,0.085762,6.00E+08
1,0.35,0.8,1,0.95467,0.092246,0.0027207,0.25423,0.69836,0.032588,0.02513,0.028837,0.08589,8.00E+08
1,0.35,0.81,1,0.48001,0.037415,0.0036778,0.78963,0.88628,0.051354,0.09624,0.032363,0.088711,9.00E+08
1,0.35,0.82,1,0.26337,0.089146,0.016625,0.98916,0.91932,0.043271,0.087706,0.010938,0.043366,8.00E+08
1,0.35,0.83,1,0.55074,0.043694,0.028961,0.83088,0.75568,0.0056153,0.085943,0.010038,0.092333,9.00E+08
1,0.35,0.84,1,0.1961,0.066348,0.090289,0.62269,0.58093,0.012387,0.031757,0.039853,0.086406,6.00E+08
1,0.35,0.85,1,0.16823,0.048369,0.071153,0.25417,0.96041,0.044662,0.078243,0.027763,0.088501,8.00E+08
1,0.35,0.86,1,0.22212,0.074023,0.064714,0.62281,0.8466,0.083502,0.078485,0.037572,0.082404,8.00E+08
1,0.35,0.87,1,0.85568,0.031376,0.091652,0.29925,0.93854,0.048921,0.033272,0.031431,0.082905,8.00E+08
1,0.35,0.88,1,0.79928,0.021609,0.012234,0.95065,0.86609,0.090945,0.0032315,0.004113,0.082375,9.00E+08
1,0.35,0.89,1,0.88532,0.086443,0.01591,0.73564,0.70896,0.026577,0.075367,0.027373,0.096637,8.00E+08
1,0.35,0.9,1,0.86473,0.078045,0.05858,0.9443,0.1157,0.03668,0.010896,0.029154,0.032076,6.00E+08
1,0.35,0.91,1,0.10926,0.090199,0.091459,0.31191,0.89486,0.079792,0.089818,0.012344,0.05993,8.00E+08
1,0.35,0.92,1,0.28503,0.097526,0.0053436,0.67623,0.95944,0.057907,0.092358,0.023341,0.070842,7.00E+08
1,0.35,0.93,1,0.68106,0.090865,0.019102,0.2378,0.89563,0.054193,0.048566,0.035044,0.07006,8.00E+08
1,0.35,0.94,1,0.67864,0.086761,0.05943,0.27374,0.84135,0.001,0.057483,0.0028413,0.073382,9.00E+08
1,0.35,0.95,1,0.21126,0.003153,0.095524,0.47952,0.12591,0.020408,0.072837,0.023968,0.031781,6.00E+08
1,0.36,0.75,1,0.29939,0.081806,0.089987,0.22968,0.70954,0.001,0.021058,0.012897,0.080667,9.00E+08
1,0.36,0.76,1,0.13637,0.012466,0.1,0.98488,0.55309,0.035061,0.1,0.02119,0.1,7.00E+08
1,0.36,0.77,1,0.3894,0.026371,0.055655,0.65221,0.66239,0.02856,0.002105,0.037342,0.094082,8.00E+08
1,0.36,0.78,1,0.41626,0.090079,0.032173,0.19687,0.61603,0.02669,0.023242,0.0018087,0.064635,8.00E+08
1,0.36,0.79,1,0.88559,0.056878,0.0025805,0.44943,0.9367,0.017107,0.057516,0.028643,0.082255,8.00E+08
1,0.36,0.8,1,0.62317,0.097478,0.059055,0.41987,0.73429,0.089117,0.02558,0.0152,0.098674,9.00E+08
1,0.36,0.81,1,0.31655,0.099718,0.042878,0.15518,0.74111,0.1,0.0635,0.0049063,0.068023,9.00E+08
1,0.36,0.82,1,0.79689,0.0070832,0.043972,0.8571,0.79058,0.058113,0.06257,0.033318,0.097618,9.00E+08
1,0.36,0.83,1,0.30899,0.0097394,0.017472,0.88691,0.97912,0.049353,0.053797,0.020015,0.034729,7.00E+08
1,0.36,0.84,1,0.30757,0.014984,0.069255,0.54666,0.71247,0.0042699,0.090954,0.0051794,0.095115,9.00E+08
1,0.36,0.85,1,0.38462,0.049613,0.060704,0.17985,0.96216,0.037771,0.075696,0.0047852,0.036533,7.00E+08
1,0.36,0.86,1,0.99241,0.051974,0.020541,0.71354,0.85051,0.033254,0.028061,0.03633,0.095133,9.00E+08
1,0.36,0.87,1,0.16358,0.063842,0.012106,0.49595,0.93517,0.043639,0.063156,0.079666,0.099686,8.00E+08
1,0.36,0.88,1,0.35,0.1,0.001,0.17722,0.81697,0.001,0.088327,0.008423,0.06933,9.00E+08
1,0.36,0.89,1,0.8618,0.015937,0.08407,0.9172,0.83988,0.033696,0.0709,0.018766,0.096013,9.00E+08
1,0.36,0.9,1,0.60797,0.064647,0.019904,0.11319,0.87501,0.032375,0.034263,0.0079869,0.070517,9.00E+08
1,0.36,0.91,1,0.1,0.099021,0.021472,0.58709,0.82222,0.071253,0.071821,0.017318,0.064612,8.00E+08
1,0.36,0.92,1,0.76325,0.091339,0.016051,0.1303,0.79836,0.09682,0.098075,0.001,0.075627,9.00E+08
1,0.36,0.93,1,0.94894,0.093247,0.041723,0.2022,0.40406,0.028336,0.045485,0.062048,0.06153,5.00E+08
1,0.36,0.94,1,0.66271,0.040921,0.066611,0.91046,0.79065,0.053599,0.087119,0.0090315,0.096749,9.00E+08
1,0.36,0.95,1,0.14663,0.035309,0.087878,0.64877,0.92512,0.030713,0.088397,0.010567,0.072047,8.00E+08
1,0.37,0.75,1,0.77444,0.082619,0.016632,0.92448,0.77446,0.050669,0.083405,0.02638,0.072776,9.00E+08
1,0.37,0.76,1,0.931,0.06514,0.0054102,0.55552,0.6882,0.074183,0.090798,0.0088976,0.093449,9.00E+08
1,0.37,0.77,1,0.97671,0.030733,0.02446,0.71156,0.82309,0.0096166,0.041371,0.021745,0.08613,9.00E+08
1,0.37,0.78,1,0.28635,0.1,0.06448,0.1,0.74314,0.078066,0.1,0.001,0.1,9.00E+08
1,0.37,0.79,1,0.3659,0.063708,0.0078202,0.21675,0.70302,0.049889,0.002331,0.001,0.099193,9.00E+08
1,0.37,0.8,1,0.76722,0.0059408,0.031163,0.25119,0.84849,0.087973,0.010222,0.031781,0.081824,9.00E+08
1,0.37,0.81,1,0.52316,0.071696,0.083548,0.31762,0.85435,0.07783,0.1,0.016213,0.061614,9.00E+08
1,0.37,0.82,1,0.45111,0.0375,0.058612,0.27745,0.79712,0.049405,0.038132,0.022686,0.084358,9.00E+08
1,0.37,0.83,1,0.19526,0.097545,0.022812,0.59199,0.77856,0.01872,0.060915,0.02584,0.09509,9.00E+08
1,0.37,0.84,1,0.1,0.036894,0.001,0.1,0.60778,0.001,0.065734,0.001,0.081205,8.00E+08
1,0.37,0.85,1,0.23691,0.078194,0.083971,0.74728,0.95773,0.0052554,0.036168,0.017406,0.099368,8.00E+08
1,0.37,0.86,1,0.10204,0.0013353,0.081051,0.54009,0.80336,0.015138,0.068821,0.0013479,0.060107,9.00E+08
1,0.37,0.87,1,0.59538,0.086772,0.0775,0.18308,0.83759,0.018775,0.078544,0.0047042,0.083654,9.00E+08
1,0.37,0.88,1,0.26882,0.013901,0.037138,0.3102,0.83748,0.098644,0.09141,0.0029511,0.044869,8.00E+08
1,0.37,0.89,1,0.1,0.097656,0.066552,0.1,0.91076,0.037205,0.055699,0.0063108,0.093172,8.00E+08
1,0.37,0.9,1,0.71574,0.023444,0.044477,0.63693,0.77545,0.0014268,0.019072,0.0068745,0.096688,9.00E+08
1,0.37,0.91,1,0.5008,0.021538,0.097769,0.20908,0.86808,0.057856,0.094627,0.016715,0.1,9.00E+08
1,0.37,0.92,1,0.1,0.1,0.1,1,0.1,0.001,0.1,0.084375,0.1,6.00E+08
1,0.37,0.93,1,0.79771,0.045296,0.02369,0.16378,0.8517,0.012074,0.012728,0.0057781,0.079603,9.00E+08
1,0.37,0.94,1,0.38169,0.07167,0.054979,0.21585,0.78399,0.073199,0.069414,0.027219,0.081158,8.00E+08
1,0.37,0.95,1,0.75015,0.085356,0.077393,0.13011,0.38821,0.073688,0.046935,0.011412,0.08648,6.00E+08
1,0.38,0.75,1,0.41782,0.0039426,0.023144,0.79656,0.96201,0.032644,0.027299,0.026435,0.059649,8.00E+08
1,0.38,0.76,1,0.46161,0.0061051,0.09442,0.21071,0.82299,0.09069,0.034174,0.034635,0.077443,9.00E+08
1,0.38,0.77,1,0.35175,0.066634,0.026951,0.22458,0.84833,0.043178,0.00275,0.026954,0.081421,9.00E+08
1,0.38,0.78,1,0.47894,0.057876,0.1,0.91034,0.84111,0.011197,0.04304,0.01779,0.062942,9.00E+08
1,0.38,0.79,1,0.1,0.001,0.09639,0.1,0.9698,0.041142,0.1,0.001,0.1,7.00E+08
1,0.38,0.8,1,0.10648,0.023639,0.0067373,0.18535,0.80626,0.037743,0.015635,0.037813,0.093209,9.00E+08
1,0.38,0.81,1,0.46495,0.028054,0.05399,0.39077,0.5162,0.044882,0.0565,0.048066,0.09572,6.00E+08
1,0.38,0.82,1,0.24072,0.091585,0.095669,0.37888,0.81409,0.02754,0.1,0.0089617,0.063117,9.00E+08
1,0.38,0.83,1,0.86663,0.024681,0.0030527,0.59216,0.86663,0.088602,0.092545,0.0081105,0.067897,9.00E+08
1,0.38,0.84,1,0.1,0.1,0.045498,0.1,0.62734,0.1,0.1,0.001,0.1,8.00E+08
1,0.38,0.85,1,0.20793,0.049929,0.026054,0.98558,0.37142,0.0055054,0.055113,0.0035406,0.087612,6.00E+08
1,0.38,0.86,1,0.14292,0.098088,0.065575,0.24954,0.94124,0.09737,0.077103,0.06603,0.086499,8.00E+08
1,0.38,0.87,1,0.30726,0.027482,0.062283,0.56916,0.81172,0.0087176,0.040191,0.020506,0.09113,9.00E+08
1,0.38,0.88,1,0.42407,0.045416,0.071296,0.75254,0.47447,0.015163,0.0635,0.011505,0.073364,6.00E+08
1,0.38,0.89,1,0.42299,0.024149,0.064057,0.38061,0.83006,0.076517,0.084899,0.021248,0.086563,9.00E+08
1,0.38,0.9,1,0.44222,0.049031,0.069486,0.90409,0.81973,0.05467,0.08516,0.020392,0.089517,9.00E+08
1,0.38,0.91,1,0.17467,0.041828,0.064096,0.1,0.91187,0.063651,0.095866,0.0066152,0.043625,8.00E+08
1,0.38,0.92,1,0.12742,0.001,0.018329,0.57001,0.89031,0.021265,0.06621,0.044628,0.098733,8.00E+08
1,0.38,0.93,1,0.47491,0.04689,0.083372,0.96112,0.91531,0.012869,0.029093,0.066584,0.088605,8.00E+08
1,0.38,0.94,1,0.54075,0.0062595,0.073432,0.3233,0.94292,0.013822,0.043161,0.0077236,0.083685,8.00E+08
1,0.38,0.95,1,0.33298,0.03197,0.086497,0.11752,0.67262,0.012503,0.023552,0.019011,0.083274,7.00E+08
1,0.39,0.75,1,0.3146,0.092993,0.078452,0.42117,0.80501,0.012076,0.046309,0.001587,0.045187,9.00E+08
1,0.39,0.76,1,0.31695,0.045794,0.030379,0.1,0.83139,0.09813,0.085508,0.001,0.066787,9.00E+08
1,0.39,0.77,1,0.32258,0.016348,0.03845,0.39051,0.75424,0.02925,0.076141,0.015815,0.07352,9.00E+08
1,0.39,0.78,1,0.87687,0.09182,0.030026,0.50798,0.84572,0.017778,0.080159,0.0051779,0.044281,9.00E+08
1,0.39,0.79,1,0.63934,0.077665,0.097429,0.56122,0.9034,0.085073,0.01769,0.0048725,0.078888,9.00E+08
1,0.39,0.8,1,0.1709,0.070184,0.080332,0.36844,0.8935,0.027224,0.095171,0.036148,0.082297,9.00E+08
1,0.39,0.81,1,0.9246,0.029496,0.031837,0.60975,0.61902,0.04164,0.057999,0.0025028,0.076157,8.00E+08
1,0.39,0.82,1,0.20414,0.059609,0.0010008,0.5381,0.64916,0.046854,0.04407,0.023612,0.046793,6.00E+08
1,0.39,0.83,1,0.22017,0.012882,0.0082793,0.45848,0.83879,0.038943,0.040625,0.034943,0.084351,9.00E+08
