Run,PL,PF,Vr0,Kw_bar,Ta,Tb,k1_bar,K2,T1,T2,T3,T4,Fitness
1,0.64,0.77,1,0.14091,0.041237,0.022159,0.10391,0.69244,0.072707,0.077484,0.001,0.096764,9.00E+08
1,0.64,0.78,1,0.63268,0.067154,0.091354,0.90303,0.43472,0.011088,0.069552,0.0061092,0.088197,8.00E+08
1,0.64,0.79,1,0.77587,0.064219,0.044562,0.30401,0.45622,0.048552,0.037464,0.012881,0.096152,8.00E+08
1,0.64,0.8,1,0.96547,0.072263,0.078594,0.54857,0.82848,0.068959,0.076769,0.001,0.1,9.00E+08
1,0.64,0.81,1,0.6064,0.1,0.071282,0.66755,0.81503,0.1,0.001,0.001,0.099886,9.00E+08
1,0.64,0.82,1,0.30786,0.069483,0.060217,0.58839,0.65784,0.022374,0.077801,0.021908,0.075011,8.00E+08
1,0.64,0.83,1,0.78081,0.089522,0.0039326,0.33024,0.31599,0.029184,0.044704,0.039478,0.081964,8.00E+08
1,0.64,0.84,1,0.4854,0.064415,0.01092,0.73923,0.17183,0.0083986,0.058233,0.017197,0.092188,8.00E+08
1,0.64,0.85,1,0.93902,0.05626,0.039968,0.22928,0.69548,0.03855,0.05874,0.003648,0.095453,9.00E+08
1,0.64,0.86,1,0.12764,0.088482,0.066531,0.13461,0.812,0.027355,0.080736,0.010564,0.087142,9.00E+08
1,0.64,0.87,1,0.1625,0.1,0.031273,0.31319,0.76167,0.024438,0.1,0.015648,0.094223,9.00E+08
1,0.64,0.88,1,0.39058,0.086756,0.047705,0.1731,0.19049,0.0080675,0.067602,0.060768,0.079664,8.00E+08
1,0.64,0.89,1,0.1625,0.037372,0.075993,0.11563,0.18518,0.028273,0.075852,0.001,0.024806,8.00E+08
1,0.64,0.9,1,0.41994,0.064242,0.055185,0.48353,0.17215,0.004827,0.093067,0.017029,0.027531,8.00E+08
1,0.64,0.91,1,0.73628,0.0024571,0.017106,0.1138,0.14112,0.0054101,0.067019,0.033501,0.048694,8.00E+08
1,0.64,0.92,1,0.35651,0.080286,0.024183,0.42546,0.18047,0.026319,0.037877,0.053713,0.04967,8.00E+08
1,0.64,0.93,1,0.504,0.082571,0.069564,0.1625,0.1,0.021856,0.1,0.001,0.038673,8.00E+08
1,0.64,0.94,1,0.58788,0.07112,0.022964,0.30853,0.19463,0.0056812,0.028102,0.082289,0.055043,8.00E+08
1,0.64,0.95,1,0.16947,0.042099,0.022561,0.52742,0.1,0.092001,0.04391,0.098596,0.053338,8.00E+08
1,0.65,0.75,1,0.74227,0.041692,0.029633,0.59532,0.82493,0.067081,0.043625,0.004616,0.037622,9.00E+08
1,0.65,0.76,1,0.10042,0.046959,0.07863,0.48489,0.73907,0.063966,0.074169,0.034556,0.083175,9.00E+08
1,0.65,0.77,1,0.32504,0.1,0.001,0.1,0.31109,0.001,0.01698,0.001,0.1,8.00E+08
1,0.65,0.78,1,0.57375,0.1,0.068293,0.33458,0.68102,0.001,0.04953,0.001,0.099982,9.00E+08
1,0.65,0.79,1,0.64111,0.063882,0.027628,0.29782,0.80906,0.043703,0.0023799,0.017903,0.06494,9.00E+08
1,0.65,0.8,1,0.29645,0.001,0.001,0.22117,0.79043,0.1,0.1,0.016625,0.069689,9.00E+08
1,0.65,0.81,1,0.43499,0.055813,0.042371,0.98727,0.78582,0.030027,0.077793,0.0034719,0.041694,9.00E+08
1,0.65,0.82,1,0.65621,0.016046,0.0052874,0.1,0.60583,0.073191,0.087455,0.0042872,0.089038,8.00E+08
1,0.65,0.83,1,0.6926,0.061386,0.096158,0.13742,0.80164,0.051261,0.019706,0.011576,0.098545,9.00E+08
1,0.65,0.84,1,0.29486,0.060591,0.010923,0.14975,0.6921,0.085874,0.045082,0.012055,0.087359,9.00E+08
1,0.65,0.85,1,0.68801,0.019035,0.092165,0.23884,0.82426,0.025143,0.054531,0.011689,0.041678,8.00E+08
1,0.65,0.86,1,0.51859,0.0027234,0.090794,0.6848,0.74099,0.040388,0.1,0.001,0.099023,9.00E+08
1,0.65,0.87,1,0.46308,0.044768,0.05821,0.322,0.67084,0.0062741,0.063912,0.001,0.087271,9.00E+08
1,0.65,0.88,1,0.66231,0.030894,0.075328,0.73155,0.81443,0.0034837,0.078823,0.0094921,0.070006,9.00E+08
1,0.65,0.89,1,0.51065,0.046476,0.091115,0.848,0.80532,0.018407,0.039188,0.0041095,0.092008,9.00E+08
1,0.65,0.9,1,0.4732,0.025521,0.058811,0.79151,0.79459,0.099915,0.1,0.015895,0.09961,9.00E+08
1,0.65,0.91,1,0.3072,0.063852,0.1,0.66024,0.1,0.067484,0.044695,0.058702,0.0375,8.00E+08
1,0.65,0.92,1,0.42614,0.1,0.010659,0.39492,0.1,0.001,0.1,0.082508,0.089829,8.00E+08
1,0.65,0.93,1,0.68504,0.083009,0.091958,0.53528,0.21775,0.008206,0.084794,0.01582,0.054365,8.00E+08
1,0.65,0.94,1,1,0.001,0.1,0.35,0.1,0.001,0.056685,0.1,0.1,8.00E+08
1,0.65,0.95,1,0.84925,0.016625,0.088711,0.64627,0.32168,0.001,0.039894,0.001,0.060556,8.00E+08
1,0.66,0.75,1,0.13681,0.098298,0.055066,0.98686,0.7648,0.094577,0.060115,0.0079366,0.081207,9.00E+08
1,0.66,0.76,1,0.70008,0.011866,0.072407,0.39467,0.78942,0.039595,0.1,0.0475,0.094387,9.00E+08
1,0.66,0.77,1,0.65472,0.0030038,0.029742,0.62817,0.74358,0.002689,0.068591,0.0099415,0.1,9.00E+08
1,0.66,0.78,1,0.77052,0.063375,0.093472,0.58963,0.74442,0.042856,0.083145,0.03981,0.094452,9.00E+08
1,0.66,0.79,1,0.90584,0.040619,0.082883,0.12594,0.72581,0.0085665,0.068137,0.010624,0.07631,9.00E+08
1,0.66,0.8,1,0.31643,0.061146,0.087842,0.94697,0.74022,0.071921,0.070952,0.011429,0.095346,9.00E+08
1,0.66,0.81,1,0.14251,0.07676,0.057554,0.29063,0.68452,0.027168,0.05925,0.0024075,0.093531,9.00E+08
1,0.66,0.82,1,0.69033,0.0017912,0.042153,0.31575,0.85315,0.041154,0.035725,0.032516,0.086761,8.00E+08
1,0.66,0.83,1,0.22783,0.027731,0.068458,0.37647,0.79755,0.092277,0.052822,0.019602,0.088342,9.00E+08
1,0.66,0.84,1,0.57403,0.076285,0.1,0.72441,0.60752,0.056803,0.077755,0.010952,0.087247,8.00E+08
1,0.66,0.85,1,0.63453,0.092834,0.036542,0.1,0.85948,0.030277,0.015884,0.019575,0.081582,8.00E+08
1,0.66,0.86,1,0.14852,0.065151,0.025384,0.23803,0.71671,0.093527,0.05514,0.011075,0.091606,9.00E+08
1,0.66,0.87,1,0.73971,0.050856,0.001,0.5488,0.10279,0.03081,0.089957,0.065352,0.084584,8.00E+08
1,0.66,0.88,1,0.3565,0.095421,0.081266,0.52225,0.76968,0.03294,0.092461,0.001,0.069754,9.00E+08
1,0.66,0.89,1,0.24859,0.06912,0.013384,0.43912,0.73492,0.029235,0.026269,0.0031515,0.081043,9.00E+08
1,0.66,0.9,1,0.46896,0.017978,0.0046025,0.50854,0.11366,0.039418,0.029974,0.010858,0.032094,8.00E+08
1,0.66,0.91,1,0.1625,0.023371,0.001,0.95316,0.225,0.001,0.1,0.032286,0.028342,8.00E+08
1,0.66,0.92,1,0.66148,0.033136,0.053117,0.39496,0.90504,0.074423,0.076088,0.022168,0.068034,8.00E+08
1,0.66,0.93,1,0.35,0.027472,0.062245,0.44151,0.16999,0.048558,0.063579,0.0028108,0.001,8.00E+08
1,0.66,0.94,1,0.56407,0.02983,0.0092912,0.17911,0.79729,0.023943,0.090376,0.0038998,0.040034,8.00E+08
1,0.66,0.95,1,0.13714,0.090151,0.041267,0.46424,0.16027,0.033052,0.088228,0.045439,0.04096,8.00E+08
1,0.67,0.75,1,0.46102,0.00332,0.024959,0.1,0.70125,0.09443,0.1,0.001,0.043198,9.00E+08
1,0.67,0.76,1,0.78173,0.070884,0.053671,0.70473,0.73967,0.0081766,0.088203,0.024668,0.084172,9.00E+08
1,0.67,0.77,1,0.8671,0.099479,0.080768,0.32442,0.79977,0.033812,0.039998,0.010506,0.046092,9.00E+08
1,0.67,0.78,1,0.37532,0.091906,0.032152,0.83659,0.37768,0.015847,0.003552,0.031831,0.088679,8.00E+08
1,0.67,0.79,1,0.1263,0.052984,0.01731,0.14475,0.76099,0.094068,0.073667,0.018556,0.082497,9.00E+08
1,0.67,0.8,1,0.10209,0.07047,0.059589,0.41702,0.79965,0.045171,0.099361,0.014453,0.060532,9.00E+08
1,0.67,0.81,1,0.1,0.09544,0.1,0.1,0.70782,0.0012441,0.1,0.0041778,0.072533,9.00E+08
1,0.67,0.82,1,0.19459,0.040908,0.02682,0.53689,0.82079,0.05991,0.079649,0.003532,0.078286,9.00E+08
1,0.67,0.83,1,0.58859,0.056236,0.027783,0.74247,0.76481,0.0081513,0.078658,0.0018612,0.092765,9.00E+08
1,0.67,0.84,1,0.1,0.074148,0.1,0.567,0.16228,0.084681,0.1,0.0026668,0.053129,8.00E+08
1,0.67,0.85,1,0.63018,0.035192,0.001,0.1,0.19244,0.001,0.0576,0.035352,0.063671,8.00E+08
1,0.67,0.86,1,0.56488,0.080862,0.018309,0.30249,0.75078,0.0015981,0.0078166,0.0063745,0.088882,9.00E+08
1,0.67,0.87,1,0.12478,0.095519,0.001,0.5496,0.27676,0.001,0.034176,0.001,0.093203,8.00E+08
1,0.67,0.88,1,0.84538,0.091484,0.018842,0.2567,0.72389,0.081572,0.099672,0.0096901,0.045999,8.00E+08
1,0.67,0.89,1,0.1319,0.029383,0.025252,0.30374,0.22668,0.001,0.017489,0.037335,0.036373,8.00E+08
1,0.67,0.9,1,0.66486,0.053788,0.047763,0.14823,0.77575,0.058331,0.079837,0.015592,0.092215,9.00E+08
1,0.67,0.91,1,0.13808,0.070874,0.011,0.9391,0.87397,0.001,0.0311,0.015792,0.063363,8.00E+08
1,0.67,0.92,1,0.41972,0.054929,0.075,0.23774,0.81092,0.03893,0.02531,0.051569,0.098,8.00E+08
1,0.67,0.93,1,0.64529,0.028398,0.015987,0.94411,0.23268,0.04317,0.03843,0.021721,0.081896,8.00E+08
1,0.67,0.94,1,0.1,0.001,0.001,0.10965,0.66863,0.001061,0.1,0.0051199,0.094552,8.00E+08
1,0.67,0.95,1,0.70235,0.03357,0.098363,0.58115,0.24125,0.068279,0.088745,0.059767,0.05321,8.00E+08
1,0.68,0.75,1,0.1,0.061567,0.014252,0.31333,0.7368,0.097565,0.0019306,0.016989,0.099777,9.00E+08
1,0.68,0.76,1,0.44974,0.055326,0.030135,0.51264,0.79839,0.0049937,0.097955,0.014355,0.085201,9.00E+08
1,0.68,0.77,1,0.1625,0.1,0.055409,0.21478,0.65369,0.1,0.001,0.001,0.1,9.00E+08
1,0.68,0.78,1,0.94215,0.05947,0.037368,0.39381,0.86274,0.045551,0.067918,0.013012,0.099914,9.00E+08
1,0.68,0.79,1,0.72258,0.049099,0.075822,0.56482,0.81416,0.031229,0.061565,0.004852,0.096018,9.00E+08
1,0.68,0.8,1,0.80564,0.0429,0.076665,0.89861,0.72914,0.012528,0.047361,0.0019797,0.093343,9.00E+08
1,0.68,0.81,1,0.46373,0.086557,0.087243,0.43318,0.64652,0.029768,0.099281,0.024715,0.07594,8.00E+08
1,0.68,0.82,1,0.945,0.041147,0.047801,0.11422,0.18941,0.0070154,0.0088554,0.0085148,0.033471,8.00E+08
1,0.68,0.83,1,0.1,0.079993,0.066834,0.1,0.1,0.076252,0.001,0.03526,0.1,8.00E+08
1,0.68,0.84,1,0.4934,0.010598,0.032227,0.35,0.35103,0.010605,0.0074757,0.0037758,0.053294,8.00E+08
1,0.68,0.85,1,0.3633,0.0079899,0.081085,0.14082,0.1625,0.047254,0.076104,0.024158,0.067587,8.00E+08
1,0.68,0.86,1,0.87575,0.1,0.0048394,0.98298,0.85101,0.052712,0.092052,0.052227,0.099699,8.00E+08
1,0.68,0.87,1,0.12081,0.0062289,0.029585,0.23941,0.10273,0.039795,0.04702,0.022401,0.070463,8.00E+08
1,0.68,0.88,1,0.51001,0.064888,0.057949,0.1,0.35,0.1,0.02568,0.021239,0.095001,8.00E+08
1,0.68,0.89,1,0.24447,0.1,0.066551,0.38354,0.26401,0.029536,0.001,0.018119,0.090285,8.00E+08
1,0.68,0.9,1,0.21237,0.0079849,0.078588,0.1,0.79541,0.011655,0.050191,0.0086247,0.077857,9.00E+08
1,0.68,0.91,1,0.1108,0.0077057,0.091225,0.5137,0.11471,0.005678,0.062886,0.07126,0.06248,8.00E+08
1,0.68,0.92,1,0.1625,0.084375,0.0635,0.35,0.1,0.001,0.1,0.1,0.1,8.00E+08
1,0.68,0.93,1,0.93663,0.0635,0.0076765,0.25276,0.21479,0.1,0.1,0.1,0.092963,8.00E+08
1,0.68,0.94,1,0.24282,0.023519,0.088254,0.28754,0.25844,0.001,0.014955,0.041241,0.059489,8.00E+08
1,0.68,0.95,1,0.44404,0.084388,0.1,0.53185,0.12041,0.035008,0.062017,0.089435,0.028818,8.00E+08
1,0.69,0.75,1,0.24964,0.01447,0.010682,0.79218,0.90296,0.022469,0.072334,0.017144,0.050339,8.00E+08
1,0.69,0.76,1,0.37003,0.067136,0.02515,0.35854,0.78655,0.094275,0.08377,0.011297,0.097441,9.00E+08
1,0.69,0.77,1,0.33251,0.043975,0.016624,0.58656,0.77261,0.012609,0.022135,0.035974,0.083062,9.00E+08
1,0.69,0.78,1,0.11354,0.1,0.068848,0.2566,0.38657,0.06435,0.081444,0.023036,0.096876,8.00E+08
1,0.69,0.79,1,0.25307,0.018026,0.0099789,0.79364,0.88079,0.09832,0.085581,0.0032647,0.031079,8.00E+08
1,0.69,0.8,1,0.65789,0.08543,0.093181,0.68913,0.75163,0.0071568,0.041238,0.019485,0.072563,9.00E+08
1,0.69,0.81,1,0.42533,0.077893,0.054732,0.43822,0.80752,0.029399,0.067911,0.0096169,0.061384,9.00E+08
1,0.69,0.82,1,0.27759,0.056677,0.027013,0.78871,0.84254,0.047319,0.1,0.001,0.09464,9.00E+08
1,0.69,0.83,1,0.11854,0.065597,0.045118,0.72362,0.81722,0.080577,0.069553,0.031173,0.093582,9.00E+08
1,0.69,0.84,1,0.66094,0.035986,0.094668,0.29511,0.84174,0.096398,0.036793,0.001,0.1,8.00E+08
1,0.69,0.85,1,0.39244,0.016551,0.084375,0.35887,0.1874,0.040289,0.013539,0.090259,0.1,8.00E+08
1,0.69,0.86,1,0.27743,0.016657,0.02056,0.55128,0.81699,0.041857,0.063803,0.018827,0.049901,8.00E+08
1,0.69,0.87,1,0.64338,0.095068,0.05522,0.26916,0.88079,0.055525,0.037802,0.022523,0.063654,8.00E+08
1,0.69,0.88,1,0.54244,0.027289,0.054215,0.24912,0.76606,0.044207,0.097799,0.013866,0.092568,9.00E+08
1,0.69,0.89,1,0.31488,0.056422,0.012789,0.29274,0.63883,0.08483,0.084605,0.024191,0.09709,8.00E+08
1,0.69,0.9,1,0.20208,0.062753,0.056486,0.2039,0.74555,0.0030602,0.042845,0.01038,0.090722,9.00E+08
1,0.69,0.91,1,0.1,0.040663,0.078138,0.1,0.11563,0.001,0.016625,0.090911,0.074819,8.00E+08
1,0.69,0.92,1,0.28888,0.08456,0.045463,0.28127,0.77385,0.037649,0.1,0.001,0.070739,9.00E+08
1,0.69,0.93,1,0.87474,0.017085,0.059173,0.24738,0.68834,0.080388,0.046001,0.016228,0.06728,8.00E+08
1,0.69,0.94,1,0.73116,0.046779,0.0087968,0.6333,0.25119,0.001,0.052183,0.017374,0.037804,8.00E+08
1,0.69,0.95,1,0.33347,0.039598,0.078404,0.19739,0.21812,0.031374,0.081323,0.044005,0.043668,8.00E+08
1,0.7,0.75,1,0.68376,0.032218,0.032805,0.7711,0.68058,0.090158,0.011725,0.0080305,0.081896,9.00E+08
1,0.7,0.76,1,0.1,0.041992,0.001,0.11245,0.72247,0.020823,0.040436,0.016137,0.078409,9.00E+08
1,0.7,0.77,1,0.78589,0.092919,0.023735,0.29418,0.32719,0.070596,0.096668,0.010011,0.08846,8.00E+08
1,0.7,0.78,1,0.79101,0.029882,0.034801,0.27616,0.81414,0.018444,0.047583,0.012653,0.075255,9.00E+08
1,0.7,0.79,1,0.84823,0.088371,0.047828,0.73645,0.18589,0.0010823,0.034625,0.042009,0.075028,8.00E+08
1,0.7,0.8,1,0.31681,0.0025271,0.067007,0.99178,0.80642,0.059093,0.0056579,0.044223,0.086608,9.00E+08
1,0.7,0.81,1,0.11563,0.004014,0.1,0.40534,0.77188,0.039679,0.086879,0.02714,0.1,9.00E+08
